sku_code,model_code,variant,price_tier,global_launch_date,is_active,created_at,source_system
MFD920BLL/A,IPD202202,256GB / Space Gray,Premium,2022-03-18,Y,2026-04-17 15:11:39.232874,ERP_SKU
M2C9A35LL/A,IPD202203,256GB / Space Gray,Ultra,2022-10-26,Y,2026-04-17 15:11:39.234174,ERP_SKU
MB88DC0LL/A,IPD202203,256GB / Silver,Ultra,2022-10-26,Y,2026-04-17 15:11:39.234175,ERP_SKU
MEC1ED6LL/A,IPD202203,512GB / Space Gray,Ultra,2022-10-26,Y,2026-04-17 15:11:39.234176,ERP_SKU
MB1AF5CLL/A,IPD202203,512GB / Silver,Ultra,2022-10-26,Y,2026-04-17 15:11:39.234178,ERP_SKU
M534443LL/A,IPD202203,1TB / Space Gray,Ultra,2022-10-26,Y,2026-04-17 15:11:39.234179,ERP_SKU
M96D8B4LL/A,IPD202203,1TB / Silver,Ultra,2022-10-26,Y,2026-04-17 15:11:39.234180,ERP_SKU
M66FF1DLL/A,IPD202203,2TB / Space Gray,Ultra,2022-10-26,Y,2026-04-17 15:11:39.234181,ERP_SKU
M544B8ALL/A,IPD202203,2TB / Silver,Ultra,2022-10-26,Y,2026-04-17 15:11:39.234184,ERP_SKU
M093B2DLL/A,IPD202204,256GB / Space Gray,Ultra,2022-10-26,Y,2026-04-17 15:11:39.235437,ERP_SKU
M4412C2LL/A,IPD202204,256GB / Silver,Ultra,2022-10-26,Y,2026-04-17 15:11:39.235438,ERP_SKU
M038751LL/A,IPD202204,512GB / Space Gray,Ultra,2022-10-26,Y,2026-04-17 15:11:39.235440,ERP_SKU
M1443E9LL/A,IPD202204,512GB / Silver,Ultra,2022-10-26,Y,2026-04-17 15:11:39.235441,ERP_SKU
M3D5CCCLL/A,IPD202204,1TB / Space Gray,Ultra,2022-10-26,Y,2026-04-17 15:11:39.235442,ERP_SKU
MF401A0LL/A,IPD202204,1TB / Silver,Ultra,2022-10-26,Y,2026-04-17 15:11:39.235443,ERP_SKU
M70BE18LL/A,IPD202204,2TB / Space Gray,Ultra,2022-10-26,Y,2026-04-17 15:11:39.235445,ERP_SKU
MBDD764LL/A,IPD202204,2TB / Silver,Ultra,2022-10-26,Y,2026-04-17 15:11:39.235450,ERP_SKU
MB2E753LL/A,IPD202401,64GB / Blue,Standard,2024-10-23,Y,2026-04-17 15:11:39.236700,ERP_SKU
M6BD8B8LL/A,IPD202401,64GB / Pink,Standard,2024-10-23,Y,2026-04-17 15:11:39.236701,ERP_SKU
M10A105LL/A,IPD202401,64GB / Silver,Standard,2024-10-23,Y,2026-04-17 15:11:39.236703,ERP_SKU
M3D8367LL/A,IPD202401,64GB / Yellow,Standard,2024-10-23,Y,2026-04-17 15:11:39.236704,ERP_SKU
M2AD173LL/A,IPD202401,256GB / Blue,Standard,2024-10-23,Y,2026-04-17 15:11:39.236705,ERP_SKU
M07D846LL/A,IPD202401,256GB / Pink,Standard,2024-10-23,Y,2026-04-17 15:11:39.236706,ERP_SKU
M221C4ALL/A,IPD202401,256GB / Silver,Standard,2024-10-23,Y,2026-04-17 15:11:39.236708,ERP_SKU
M9501B5LL/A,IPD202401,256GB / Yellow,Standard,2024-10-23,Y,2026-04-17 15:11:39.236709,ERP_SKU
M44335CLL/A,IPD202402,128GB / Blue,Premium,2024-03-08,Y,2026-04-17 15:11:39.237951,ERP_SKU
M1BD425LL/A,IPD202402,128GB / Purple,Premium,2024-03-08,Y,2026-04-17 15:11:39.237952,ERP_SKU
M4AF9F9LL/A,IPD202402,128GB / Starlight,Premium,2024-03-08,Y,2026-04-17 15:11:39.237953,ERP_SKU
MC8271CLL/A,IPD202402,128GB / Space Gray,Premium,2024-03-08,Y,2026-04-17 15:11:39.237954,ERP_SKU
M689D5DLL/A,IPD202402,256GB / Blue,Premium,2024-03-08,Y,2026-04-17 15:11:39.237956,ERP_SKU
MBADA0DLL/A,IPD202402,256GB / Purple,Premium,2024-03-08,Y,2026-04-17 15:11:39.237957,ERP_SKU
MACD9D1LL/A,IPD202402,256GB / Starlight,Premium,2024-03-08,Y,2026-04-17 15:11:39.237958,ERP_SKU
M7DEA9FLL/A,IPD202402,256GB / Space Gray,Premium,2024-03-08,Y,2026-04-17 15:11:39.237959,ERP_SKU
M159A12LL/A,IPD202403,256GB / Space Gray,Ultra,2024-05-15,Y,2026-04-17 15:11:39.239209,ERP_SKU
MF60566LL/A,IPD202403,256GB / Silver,Ultra,2024-05-15,Y,2026-04-17 15:11:39.239210,ERP_SKU
M2838C5LL/A,IPD202403,512GB / Space Gray,Ultra,2024-05-15,Y,2026-04-17 15:11:39.239211,ERP_SKU
M2A5A78LL/A,IPD202403,512GB / Silver,Ultra,2024-05-15,Y,2026-04-17 15:11:39.239212,ERP_SKU
M2A12ABLL/A,IPD202403,1TB / Space Gray,Ultra,2024-05-15,Y,2026-04-17 15:11:39.239214,ERP_SKU
MDB402ELL/A,IPD202403,1TB / Silver,Ultra,2024-05-15,Y,2026-04-17 15:11:39.239215,ERP_SKU
M3C9668LL/A,IPD202403,2TB / Space Gray,Ultra,2024-05-15,Y,2026-04-17 15:11:39.239216,ERP_SKU
M8D902ALL/A,IPD202403,2TB / Silver,Ultra,2024-05-15,Y,2026-04-17 15:11:39.239217,ERP_SKU
M3AFB3CLL/A,IPD202404,256GB / Space Gray,Ultra,2024-05-15,Y,2026-04-17 15:11:39.240449,ERP_SKU
M0D075ALL/A,IPD202404,256GB / Silver,Ultra,2024-05-15,Y,2026-04-17 15:11:39.240451,ERP_SKU
MF9B479LL/A,IPD202404,512GB / Space Gray,Ultra,2024-05-15,Y,2026-04-17 15:11:39.240452,ERP_SKU
M41A564LL/A,IPD202404,512GB / Silver,Ultra,2024-05-15,Y,2026-04-17 15:11:39.240453,ERP_SKU
M4A25F9LL/A,IPD202404,1TB / Space Gray,Ultra,2024-05-15,Y,2026-04-17 15:11:39.240454,ERP_SKU
M5D99C9LL/A,IPD202404,1TB / Silver,Ultra,2024-05-15,Y,2026-04-17 15:11:39.240457,ERP_SKU
MAF0FCBLL/A,IPD202404,2TB / Space Gray,Ultra,2024-05-15,Y,2026-04-17 15:11:39.240458,ERP_SKU
M16C657LL/A,IPD202404,2TB / Silver,Ultra,2024-05-15,Y,2026-04-17 15:11:39.240460,ERP_SKU
M3C58FELL/A,MAC201901,8GB/256GB SSD,Premium,2019-03-19,Y,2026-04-17 15:11:39.241716,ERP_SKU
M15E0B2LL/A,MAC201901,16GB/512GB SSD,Premium,2019-03-19,Y,2026-04-17 15:11:39.241718,ERP_SKU
M86FB90LL/A,MAC201901,16GB/1TB SSD,Premium,2019-03-19,Y,2026-04-17 15:11:39.241719,ERP_SKU
M1A8478LL/A,MAC201902,8GB/256GB SSD,Premium,2019-07-09,Y,2026-04-17 15:11:39.242245,ERP_SKU
MEDEDECLL/A,MAC201902,16GB/512GB SSD,Premium,2019-07-09,Y,2026-04-17 15:11:39.242246,ERP_SKU
M8C999FLL/A,MAC201902,16GB/1TB SSD,Premium,2019-07-09,Y,2026-04-17 15:11:39.242247,ERP_SKU
M8BAAE5LL/A,MAC201903,8GB/256GB SSD,Premium,2019-11-13,Y,2026-04-17 15:11:39.242718,ERP_SKU
MA6DA3BLL/A,MAC201903,16GB/512GB SSD,Premium,2019-11-13,Y,2026-04-17 15:11:39.242719,ERP_SKU
M104C11LL/A,MAC201903,16GB/1TB SSD,Premium,2019-11-13,Y,2026-04-17 15:11:39.242720,ERP_SKU
M4E778BLL/A,MAC201904,192GB/1TB SSD,Ultra,2019-12-10,Y,2026-04-17 15:11:39.243208,ERP_SKU
MEAAF50LL/A,MAC201904,192GB/2TB SSD,Ultra,2019-12-10,Y,2026-04-17 15:11:39.243210,ERP_SKU
M8CB9F4LL/A,MAC201904,384GB/4TB SSD,Ultra,2019-12-10,Y,2026-04-17 15:11:39.243211,ERP_SKU
MECC7B6LL/A,MAC201905,8GB/256GB SSD,Premium,2019-03-19,Y,2026-04-17 15:11:39.243728,ERP_SKU
M372A24LL/A,MAC201905,16GB/512GB SSD,Premium,2019-03-19,Y,2026-04-17 15:11:39.243729,ERP_SKU
MB9FBB8LL/A,MAC201905,32GB/1TB SSD,Premium,2019-03-19,Y,2026-04-17 15:11:39.243731,ERP_SKU
MD11968LL/A,MAC202001,8GB/256GB SSD,Premium,2020-11-17,Y,2026-04-17 15:11:39.244211,ERP_SKU
M4DF6B3LL/A,MAC202001,16GB/512GB SSD,Premium,2020-11-17,Y,2026-04-17 15:11:39.244212,ERP_SKU
M808757LL/A,MAC202001,16GB/1TB SSD,Premium,2020-11-17,Y,2026-04-17 15:11:39.244213,ERP_SKU
M4C6BB8LL/A,MAC202002,8GB/256GB SSD,Premium,2020-11-17,Y,2026-04-17 15:11:39.244699,ERP_SKU
MDAEDA8LL/A,MAC202002,16GB/512GB SSD,Premium,2020-11-17,Y,2026-04-17 15:11:39.244701,ERP_SKU
M05E8FFLL/A,MAC202002,16GB/1TB SSD,Premium,2020-11-17,Y,2026-04-17 15:11:39.244702,ERP_SKU
M89E47DLL/A,MAC202003,8GB/256GB SSD,Premium,2020-11-17,Y,2026-04-17 15:11:39.245188,ERP_SKU
M7C9507LL/A,MAC202003,16GB/512GB SSD,Premium,2020-11-17,Y,2026-04-17 15:11:39.245189,ERP_SKU
M837607LL/A,MAC202003,32GB/1TB SSD,Premium,2020-11-17,Y,2026-04-17 15:11:39.245190,ERP_SKU
M33C09BLL/A,MAC202101,8GB/256GB SSD,Premium,2021-05-21,Y,2026-04-17 15:11:39.245693,ERP_SKU
M6B840BLL/A,MAC202101,16GB/512GB SSD,Premium,2021-05-21,Y,2026-04-17 15:11:39.245694,ERP_SKU
MCABC96LL/A,MAC202101,32GB/1TB SSD,Premium,2021-05-21,Y,2026-04-17 15:11:39.245695,ERP_SKU
MFA70F9LL/A,MAC202102,8GB/256GB SSD,Premium,2021-10-26,Y,2026-04-17 15:11:39.246170,ERP_SKU
M0E3D16LL/A,MAC202102,16GB/512GB SSD,Premium,2021-10-26,Y,2026-04-17 15:11:39.246172,ERP_SKU
M4E6787LL/A,MAC202102,16GB/1TB SSD,Premium,2021-10-26,Y,2026-04-17 15:11:39.246173,ERP_SKU
M63E970LL/A,MAC202103,8GB/256GB SSD,Premium,2021-10-26,Y,2026-04-17 15:11:39.246667,ERP_SKU
M327EB5LL/A,MAC202103,16GB/512GB SSD,Premium,2021-10-26,Y,2026-04-17 15:11:39.246668,ERP_SKU
MAC7E34LL/A,MAC202103,16GB/1TB SSD,Premium,2021-10-26,Y,2026-04-17 15:11:39.246669,ERP_SKU
MCA0CE1LL/A,MAC202201,8GB/256GB SSD,Premium,2022-06-24,Y,2026-04-17 15:11:39.247151,ERP_SKU
MBA6F4DLL/A,MAC202201,16GB/512GB SSD,Premium,2022-06-24,Y,2026-04-17 15:11:39.247153,ERP_SKU
MBADCBFLL/A,MAC202201,16GB/1TB SSD,Premium,2022-06-24,Y,2026-04-17 15:11:39.247154,ERP_SKU
M1DBF11LL/A,MAC202202,8GB/256GB SSD,Premium,2022-06-24,Y,2026-04-17 15:11:39.247639,ERP_SKU
MD16E40LL/A,MAC202202,16GB/512GB SSD,Premium,2022-06-24,Y,2026-04-17 15:11:39.247641,ERP_SKU
M044887LL/A,MAC202202,16GB/1TB SSD,Premium,2022-06-24,Y,2026-04-17 15:11:39.247642,ERP_SKU
MAA8E0DLL/A,MAC202203,8GB/256GB SSD,Premium,2022-03-18,Y,2026-04-17 15:11:39.248130,ERP_SKU
M24B3B4LL/A,MAC202203,16GB/512GB SSD,Premium,2022-03-18,Y,2026-04-17 15:11:39.248131,ERP_SKU
M949177LL/A,MAC202203,32GB/1TB SSD,Premium,2022-03-18,Y,2026-04-17 15:11:39.248132,ERP_SKU
MA49C17LL/A,MAC202301,8GB/256GB SSD,Premium,2023-01-24,Y,2026-04-17 15:11:39.248623,ERP_SKU
M64BBD0LL/A,MAC202301,16GB/512GB SSD,Premium,2023-01-24,Y,2026-04-17 15:11:39.248624,ERP_SKU
M16B149LL/A,MAC202301,32GB/1TB SSD,Premium,2023-01-24,Y,2026-04-17 15:11:39.248625,ERP_SKU
MBB320ELL/A,MAC202302,192GB/1TB SSD,Ultra,2023-06-13,Y,2026-04-17 15:11:39.249117,ERP_SKU
M8FBFF0LL/A,MAC202302,192GB/2TB SSD,Ultra,2023-06-13,Y,2026-04-17 15:11:39.249118,ERP_SKU
MA2998ELL/A,MAC202302,384GB/4TB SSD,Ultra,2023-06-13,Y,2026-04-17 15:11:39.249120,ERP_SKU
ME37C2ALL/A,MAC202303,8GB/256GB SSD,Premium,2023-06-13,Y,2026-04-17 15:11:39.249734,ERP_SKU
M464101LL/A,MAC202303,16GB/512GB SSD,Premium,2023-06-13,Y,2026-04-17 15:11:39.249736,ERP_SKU
M24F7F8LL/A,MAC202303,32GB/1TB SSD,Premium,2023-06-13,Y,2026-04-17 15:11:39.249737,ERP_SKU
MC6C655LL/A,MAC202304,8GB/256GB SSD,Premium,2023-11-07,Y,2026-04-17 15:11:39.250208,ERP_SKU
ME3ADF4LL/A,MAC202304,16GB/512GB SSD,Premium,2023-11-07,Y,2026-04-17 15:11:39.250209,ERP_SKU
M97A392LL/A,MAC202304,16GB/1TB SSD,Premium,2023-11-07,Y,2026-04-17 15:11:39.250211,ERP_SKU
M4B264BLL/A,MAC202305,8GB/256GB SSD,Premium,2023-11-07,Y,2026-04-17 15:11:39.250676,ERP_SKU
MF0E94BLL/A,MAC202305,16GB/512GB SSD,Premium,2023-11-07,Y,2026-04-17 15:11:39.250677,ERP_SKU
MB568C4LL/A,MAC202305,16GB/1TB SSD,Premium,2023-11-07,Y,2026-04-17 15:11:39.250678,ERP_SKU
M1C8DBALL/A,MAC202306,8GB/256GB SSD,Premium,2023-11-07,Y,2026-04-17 15:11:39.251174,ERP_SKU
ME8F5D2LL/A,MAC202306,16GB/512GB SSD,Premium,2023-11-07,Y,2026-04-17 15:11:39.251175,ERP_SKU
MC5E6E8LL/A,MAC202306,32GB/1TB SSD,Premium,2023-11-07,Y,2026-04-17 15:11:39.251177,ERP_SKU
M7F3F28LL/A,MAC202401,8GB/256GB SSD,Premium,2024-03-08,Y,2026-04-17 15:11:39.251644,ERP_SKU
MB18F43LL/A,MAC202401,16GB/512GB SSD,Premium,2024-03-08,Y,2026-04-17 15:11:39.251645,ERP_SKU
M47D85FLL/A,MAC202401,16GB/1TB SSD,Premium,2024-03-08,Y,2026-04-17 15:11:39.251646,ERP_SKU
MF76BA3LL/A,MAC202402,8GB/256GB SSD,Premium,2024-03-08,Y,2026-04-17 15:11:39.252156,ERP_SKU
MD7DC36LL/A,MAC202402,16GB/512GB SSD,Premium,2024-03-08,Y,2026-04-17 15:11:39.252157,ERP_SKU
M92EBAELL/A,MAC202402,16GB/1TB SSD,Premium,2024-03-08,Y,2026-04-17 15:11:39.252159,ERP_SKU
MD7EB32LL/A,MAC202403,8GB/256GB SSD,Premium,2024-11-08,Y,2026-04-17 15:11:39.252631,ERP_SKU
M81DDD0LL/A,MAC202403,16GB/512GB SSD,Premium,2024-11-08,Y,2026-04-17 15:11:39.252632,ERP_SKU
M2ECBAFLL/A,MAC202403,32GB/1TB SSD,Premium,2024-11-08,Y,2026-04-17 15:11:39.252633,ERP_SKU
M29A62DLL/A,MAC202404,8GB/256GB SSD,Premium,2024-11-08,Y,2026-04-17 15:11:39.253094,ERP_SKU
M152979LL/A,MAC202404,16GB/512GB SSD,Premium,2024-11-08,Y,2026-04-17 15:11:39.253095,ERP_SKU
M32FB76LL/A,MAC202404,32GB/1TB SSD,Premium,2024-11-08,Y,2026-04-17 15:11:39.253096,ERP_SKU
M4A4459LL/A,MAC202405,8GB/256GB SSD,Premium,2024-11-08,Y,2026-04-17 15:11:39.253572,ERP_SKU
M1816FFLL/A,MAC202405,16GB/512GB SSD,Premium,2024-11-08,Y,2026-04-17 15:11:39.253573,ERP_SKU
MB10786LL/A,MAC202405,16GB/1TB SSD,Premium,2024-11-08,Y,2026-04-17 15:11:39.253574,ERP_SKU
M8F00D9LL/A,MAC202406,8GB/256GB SSD,Premium,2024-11-08,Y,2026-04-17 15:11:39.254042,ERP_SKU
MA2715DLL/A,MAC202406,16GB/512GB SSD,Premium,2024-11-08,Y,2026-04-17 15:11:39.254044,ERP_SKU
M6D0930LL/A,MAC202406,16GB/1TB SSD,Premium,2024-11-08,Y,2026-04-17 15:11:39.254045,ERP_SKU
M998870LL/A,WCH201901,41mm Aluminum,Premium,2019-09-20,Y,2026-04-17 15:11:39.254520,ERP_SKU
M4D7861LL/A,WCH201901,41mm Stainless Steel,Ultra,2019-09-20,Y,2026-04-17 15:11:39.254522,ERP_SKU
M085B9FLL/A,WCH201901,45mm Aluminum,Premium,2019-09-20,Y,2026-04-17 15:11:39.254523,ERP_SKU
MAEF483LL/A,WCH201901,45mm Stainless Steel,Ultra,2019-09-20,Y,2026-04-17 15:11:39.254525,ERP_SKU
M10AEC6LL/A,WCH202001,41mm Aluminum,Premium,2020-09-18,Y,2026-04-17 15:11:39.255149,ERP_SKU
MB84D6ALL/A,WCH202001,41mm Stainless Steel,Ultra,2020-09-18,Y,2026-04-17 15:11:39.255150,ERP_SKU
M5AA84DLL/A,WCH202001,45mm Aluminum,Premium,2020-09-18,Y,2026-04-17 15:11:39.255151,ERP_SKU
M0018F0LL/A,WCH202001,45mm Stainless Steel,Ultra,2020-09-18,Y,2026-04-17 15:11:39.255153,ERP_SKU
MC19169LL/A,WCH202002,40mm Aluminum,Standard,2020-09-18,Y,2026-04-17 15:11:39.255985,ERP_SKU
M57EA02LL/A,WCH202002,40mm Stainless Steel,Ultra,2020-09-18,Y,2026-04-17 15:11:39.255987,ERP_SKU
M2C533CLL/A,WCH202002,44mm Aluminum,Standard,2020-09-18,Y,2026-04-17 15:11:39.255988,ERP_SKU
M823059LL/A,WCH202002,44mm Stainless Steel,Ultra,2020-09-18,Y,2026-04-17 15:11:39.255990,ERP_SKU
MA76605LL/A,WCH202101,41mm Aluminum,Premium,2021-10-15,Y,2026-04-17 15:11:39.256666,ERP_SKU
MD502F2LL/A,WCH202101,41mm Stainless Steel,Ultra,2021-10-15,Y,2026-04-17 15:11:39.256668,ERP_SKU
M364A05LL/A,WCH202101,45mm Aluminum,Premium,2021-10-15,Y,2026-04-17 15:11:39.256669,ERP_SKU
M3D59AFLL/A,WCH202101,45mm Stainless Steel,Ultra,2021-10-15,Y,2026-04-17 15:11:39.256671,ERP_SKU
M7CD21DLL/A,WCH202201,41mm Aluminum,Premium,2022-09-16,Y,2026-04-17 15:11:39.257329,ERP_SKU
M9658D4LL/A,WCH202201,41mm Stainless Steel,Ultra,2022-09-16,Y,2026-04-17 15:11:39.257330,ERP_SKU
M9B2EA3LL/A,WCH202201,45mm Aluminum,Premium,2022-09-16,Y,2026-04-17 15:11:39.257332,ERP_SKU
M33FBFDLL/A,WCH202201,45mm Stainless Steel,Ultra,2022-09-16,Y,2026-04-17 15:11:39.257335,ERP_SKU
MBDCABELL/A,WCH202202,40mm Aluminum,Standard,2022-09-16,Y,2026-04-17 15:11:39.257987,ERP_SKU
M3A372FLL/A,WCH202202,40mm Stainless Steel,Ultra,2022-09-16,Y,2026-04-17 15:11:39.257988,ERP_SKU
M46B3C4LL/A,WCH202202,44mm Aluminum,Standard,2022-09-16,Y,2026-04-17 15:11:39.257990,ERP_SKU
M9F88E4LL/A,WCH202202,44mm Stainless Steel,Ultra,2022-09-16,Y,2026-04-17 15:11:39.257991,ERP_SKU
M7A403CLL/A,WCH202203,49mm Titanium,Ultra,2022-09-16,Y,2026-04-17 15:11:39.258686,ERP_SKU
M41795ALL/A,WCH202301,41mm Aluminum,Premium,2023-09-22,Y,2026-04-17 15:11:39.258869,ERP_SKU
M9CAF51LL/A,WCH202301,41mm Stainless Steel,Ultra,2023-09-22,Y,2026-04-17 15:11:39.258871,ERP_SKU
MC527A9LL/A,WCH202301,45mm Aluminum,Premium,2023-09-22,Y,2026-04-17 15:11:39.258872,ERP_SKU
M8AB61FLL/A,WCH202301,45mm Stainless Steel,Ultra,2023-09-22,Y,2026-04-17 15:11:39.258873,ERP_SKU
M0D136FLL/A,WCH202302,49mm Titanium,Ultra,2023-09-22,Y,2026-04-17 15:11:39.259497,ERP_SKU
MB402A7LL/A,WCH202401,41mm Aluminum,Premium,2024-09-20,Y,2026-04-17 15:11:39.259656,ERP_SKU
M8BE2E2LL/A,WCH202401,41mm Stainless Steel,Ultra,2024-09-20,Y,2026-04-17 15:11:39.259657,ERP_SKU
M197F7BLL/A,WCH202401,45mm Aluminum,Premium,2024-09-20,Y,2026-04-17 15:11:39.259658,ERP_SKU
ME09345LL/A,WCH202401,45mm Stainless Steel,Ultra,2024-09-20,Y,2026-04-17 15:11:39.259660,ERP_SKU
M2F889DLL/A,WCH202402,49mm Titanium,Ultra,2024-09-20,Y,2026-04-17 15:11:39.260279,ERP_SKU
M734EB6LL/A,AIR201901,Standard,Standard,2019-03-20,Y,2026-04-17 15:11:39.260443,ERP_SKU
MB5EF2FLL/A,AIR201902,Standard,Premium,2019-10-30,Y,2026-04-17 15:11:39.260604,ERP_SKU
M107055LL/A,AIR202001,Midnight,Premium,2020-12-11,Y,2026-04-17 15:11:39.260767,ERP_SKU
M7F23DFLL/A,AIR202001,Blue,Premium,2020-12-11,Y,2026-04-17 15:11:39.260768,ERP_SKU
MFC8E3ELL/A,AIR202001,Orange,Premium,2020-12-11,Y,2026-04-17 15:11:39.260769,ERP_SKU
MB5931FLL/A,AIR202001,Purple,Premium,2020-12-11,Y,2026-04-17 15:11:39.260771,ERP_SKU
M18A9D8LL/A,AIR202001,Starlight,Premium,2020-12-11,Y,2026-04-17 15:11:39.260772,ERP_SKU
M10ABA4LL/A,AIR202101,Standard,Standard,2021-10-26,Y,2026-04-17 15:11:39.261544,ERP_SKU
MEA45C5LL/A,AIR202201,Standard,Premium,2022-09-23,Y,2026-04-17 15:11:39.261704,ERP_SKU
MD6721FLL/A,AIR202301,Standard,Standard,2023-09-22,Y,2026-04-17 15:11:39.261862,ERP_SKU
M3618DELL/A,AIR202401,Standard,Standard,2024-09-20,Y,2026-04-17 15:11:39.262020,ERP_SKU
M7A5CADLL/A,AIR202402,Standard,Premium,2024-09-20,Y,2026-04-17 15:11:39.262176,ERP_SKU
MD63BB7LL/A,AIR202403,Midnight,Premium,2024-09-20,Y,2026-04-17 15:11:39.262335,ERP_SKU
MC584CALL/A,AIR202403,Blue,Premium,2024-09-20,Y,2026-04-17 15:11:39.262337,ERP_SKU
M32C14ELL/A,AIR202403,Orange,Premium,2024-09-20,Y,2026-04-17 15:11:39.262338,ERP_SKU
M552171LL/A,AIR202403,Purple,Premium,2024-09-20,Y,2026-04-17 15:11:39.262339,ERP_SKU
M63821ALL/A,AIR202403,Starlight,Premium,2024-09-20,Y,2026-04-17 15:11:39.262341,ERP_SKU
MB0701ELL/A,TV201901,Standard,Standard,2019-03-25,Y,2026-04-17 15:11:39.263119,ERP_SKU
MBBFE23LL/A,TV201902,Wi-Fi,Standard,2019-03-25,Y,2026-04-17 15:11:39.263275,ERP_SKU
MB99BBBLL/A,TV201902,Wi-Fi + Ethernet,Standard,2019-03-25,Y,2026-04-17 15:11:39.263276,ERP_SKU
M44A877LL/A,TV202201,Wi-Fi,Standard,2022-11-04,Y,2026-04-17 15:11:39.263590,ERP_SKU
M088F14LL/A,TV202201,Wi-Fi + Ethernet,Standard,2022-11-04,Y,2026-04-17 15:11:39.263592,ERP_SKU
MFEFC2DLL/A,HMP201901,White,Standard,2019-02-09,Y,2026-04-17 15:11:39.263903,ERP_SKU
MF70939LL/A,HMP201901,Midnight,Standard,2019-02-09,Y,2026-04-17 15:11:39.263904,ERP_SKU
M51FB91LL/A,HMP202001,White,Standard,2020-11-16,Y,2026-04-17 15:11:39.264214,ERP_SKU
M7B3E51LL/A,HMP202001,Yellow,Standard,2020-11-16,Y,2026-04-17 15:11:39.264216,ERP_SKU
M8DD328LL/A,HMP202001,Blue,Standard,2020-11-16,Y,2026-04-17 15:11:39.264217,ERP_SKU
MFCE7DFLL/A,HMP202001,Orange,Standard,2020-11-16,Y,2026-04-17 15:11:39.264218,ERP_SKU
MFFE53BLL/A,HMP202301,White,Standard,2023-02-03,Y,2026-04-17 15:11:39.264839,ERP_SKU
MAE0A36LL/A,HMP202301,Midnight,Standard,2023-02-03,Y,2026-04-17 15:11:39.264841,ERP_SKU
MC3AB62LL/A,DSP201901,Standard,Ultra,2019-12-10,Y,2026-04-17 15:11:39.265157,ERP_SKU
M0B4BB5LL/A,DSP201901,Nano-texture glass,Ultra,2019-12-10,Y,2026-04-17 15:11:39.265159,ERP_SKU
MCD7F9ELL/A,DSP202201,Standard,Ultra,2022-03-18,Y,2026-04-17 15:11:39.265471,ERP_SKU
M456FEBLL/A,ACC201901,Standard,Standard,2019-11-01,Y,2026-04-17 15:11:39.265728,ERP_SKU
ME8BAA3LL/A,ACC201902,Standard,Standard,2019-11-01,Y,2026-04-17 15:11:39.265957,ERP_SKU
M86AB67LL/A,ACC202001,Standard,Standard,2020-10-23,Y,2026-04-17 15:11:39.266123,ERP_SKU
M8C3384LL/A,ACC202002,Standard,Standard,2020-11-17,Y,2026-04-17 15:11:39.266284,ERP_SKU
MF9A435LL/A,ACC202101,Standard,Standard,2021-04-30,Y,2026-04-17 15:11:39.266441,ERP_SKU
M469693LL/A,ACC202102,Standard,Standard,2021-07-14,Y,2026-04-17 15:11:39.266604,ERP_SKU
MAA12C3LL/A,ACC202201,Standard,Standard,2022-04-08,Y,2026-04-17 15:11:39.266762,ERP_SKU
M09ADBFLL/A,ACC202202,Standard,Standard,2022-10-24,Y,2026-04-17 15:11:39.266930,ERP_SKU
M564811LL/A,ACC202301,Standard,Standard,2023-10-11,Y,2026-04-17 15:11:39.267098,ERP_SKU
M455202LL/A,ACC202302,Standard,Standard,2023-05-08,Y,2026-04-17 15:11:39.267269,ERP_SKU
MDC7A95LL/A,ACC202401,Standard,Standard,2024-09-20,Y,2026-04-17 15:11:39.267435,ERP_SKU
MA1B373LL/A,ACC202402,Standard,Standard,2024-09-20,Y,2026-04-17 15:11:39.267601,ERP_SKU
MA6CEA4LL/A,VPR202401,256GB,Ultra,2024-02-02,Y,2026-04-17 15:11:39.267765,ERP_SKU
M04E685LL/A,VPR202401,512GB,Ultra,2024-02-02,Y,2026-04-17 15:11:39.267767,ERP_SKU
MDFE587LL/A,VPR202401,1TB,Ultra,2024-02-02,Y,2026-04-17 15:11:39.267768,ERP_SKU
